Please enter participant ID number,Democratic Presidential Primary,School,US House (District 8),US House (District 20),US House (District 25),U.S. House (District 27),U.S. House (District 28),U.S. House (District 29),U.S. House (District 30),US House (District 31),U.S. House (District 32),US House (District 33),U.S. House (District 34),U.S. House (District 37),U.S. House (District 38),U.S. House (District 40),US House (District 41),U.S. House (District 43),U.S. House (District 44),U.S. House (District 47),California Proposition 13
RLC1042,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1043,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1045,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1046,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1047,Michael Bloomberg (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1048,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1049,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1050,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1051,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1052,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1054,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1057,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1058,Andrew Yang (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1059,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,No
RLC1060,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,,,,,,,,,Yes
RLC1061,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1062,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1063,Pete Buttigieg (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1064,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1065,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1066,Michael Bloomberg (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1068,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1070,Pete Buttigieg (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,No
RLC1071,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1072,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,No
RLC1074,Deval Patrick (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,No
RLC1075,Andrew Yang (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1076,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1077,Joe Biden (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1078,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1079,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1080,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1082,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1083,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1084,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1085,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
RLC1086,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1088,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1089,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,
RLC1090,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1091,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1092,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1093,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1094,Andrew Yang (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1095,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
RLC1096,Michael Bloomberg (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1097,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1098,Pete Buttigieg (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,No
RLC1099,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1100,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1101,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1102,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1103,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1104,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1105,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1106,Joe Biden (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
rlc1107,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,
RLC1108,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
RLC1109,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1111,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1113,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1116,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1117,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,,,,,,,,,
RLC1118,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1119,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
rlc1120,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,,,,,,,,,
RLC1121,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,No
rlc1122,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1124,Pete Buttigieg (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1125,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
RLCc1067,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SEHS3000,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3001,Tom Steyer (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3002,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3003,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3004,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3005,Michael Bennet (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3006,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3007,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3008,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3009,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3010,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3011,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3012,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3013,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3015,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,No
SEHS3016,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3017,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3018,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
Sehs3019,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3020,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3021,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3022,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3023,Joe Biden (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3024,Tulsi Gabbard (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3025,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3026,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3027,Michael Bloomberg (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3028,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3029,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3030,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3031,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3032,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3033,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3034,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3037,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3038,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3039,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3041,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3043,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3044,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3045,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3048,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3049,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3050,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3051,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3052,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3053,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3054,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,No
SEHS3055,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3056,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3057,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3058,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3059,Michael Bennet (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3060,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3061,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3062,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3063,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3064,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3068,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3069,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3070,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,No
SEHS3071,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3072,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,No
SEHS3073,Michael Bloomberg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3075,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3076,Joe Biden (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3077,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3078,Michael Bloomberg (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3103,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3104,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3105,Tom Steyer (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3106,Joe Biden (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3107,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3109,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3111,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3114,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
Sehs3117,Joe Biden (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,No
SEHS3119,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3120,Joe Biden (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3121,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SEHS3122,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3123,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3124,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3125,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,,,,,,,Yes
SEHS3126,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3128,Tom Steyer (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3129,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3130,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3131,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3132,,South El Monte High School,,,,,,,,,,,,,,,,,,,No
SEHS3134,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,No
SEHS3135,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3136,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,,,,,,,Yes
SEHS3137,Amy Klobuchar (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3139,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,,,,,,,Yes
SEHS3141,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,,,,,,,Yes
sehs3142,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,,,,,,,Yes
sehs3145,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3146,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3147,Pete Buttigieg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3148,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,,,,,,,
SEHS3149,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3150,Elizabeth Warren (D),South El Monte High School,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
sehs3151,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sehs3152,Michael Bloomberg (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SEHS3153,Bernie Sanders (D),South El Monte High School,,,,,,,,,,,,,,,,,,,Yes
SEHS4042,Andrew Yang (D),South El Monte High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,No
sgHS1131,Bernie Sanders (D),San Gabriel High School,,,,Christian Daly (Independent),,,,,,,,,,,,,,,Yes
SHH1000,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1001,,Social Justice Humanitas Academy,,,,,William Bodell (R),,,,,,,,,,,,,,No
SJH1002,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1003,,Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1004,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1005,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sjh1006,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,No
sjh1008,Joe Biden (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,No
SJH1009,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1010,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1011,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1012,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1014,Michael Bloomberg (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1016,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1017,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sjh1020,Michael Bloomberg (D),Social Justice Humanitas Academy,,,,,,,,,,,,,,,,Joe Collins (R),,,No
SJH1022,Michael Bloomberg (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1023,,Social Justice Humanitas Academy,,,,,,,,,,,,,,,,,,,Yes
sjh1025,,Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1030,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1031,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1032,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1033,Pete Buttigieg (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,No
sjh1034,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1035,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sjh1036,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1037,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1038,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,Joanne Wright (R),,Michael Tolar (D),,,,,,Yes
SJH1039,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1040,Michael Bloomberg (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,No
SJH1041,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1042,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1043,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,Yes
SJH1044,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1045,Michael Bloomberg (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Michael Tolar (D),,,,,,No
SJH1046,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1047,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1048,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1049,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
sjh1050,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SJH1051,Bernie Sanders (D),Social Justice Humanitas Academy,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
