Please enter participant ID number,Democratic Presidential Primary,School,US House (District 8),US House (District 20),US House (District 25),U.S. House (District 27),U.S. House (District 28),U.S. House (District 29),U.S. House (District 30),US House (District 31),U.S. House (District 32),US House (District 33),U.S. House (District 34),U.S. House (District 37),U.S. House (District 38),U.S. House (District 40),US House (District 41),U.S. House (District 43),U.S. House (District 44),U.S. House (District 47),California Proposition 13
NAH1124,Bernie Sanders (D),Northridge Academy High School,,,,,,,Brad Sherman (D)(Incumbent),,,,,,,,,,,,Yes
NAH1125,Bernie Sanders (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1126,Joe Biden (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1127,Joe Biden (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1128,Bernie Sanders (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1129,Bernie Sanders (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1130,Michael Bloomberg (D),Northridge Academy High School,,,,,,,Brad Sherman (D)(Incumbent),,,,,,,,,,,,Yes
NAH1131,Joe Biden (D),Northridge Academy High School,,,,,,,Brad Sherman (D)(Incumbent),,,,,,,,,,,,Yes
NAH1134,Michael Bloomberg (D),Northridge Academy High School,,,,,,,Mark Reed (R),,,,,,,,,,,,
NAH1135,Bernie Sanders (D),Northridge Academy High School,,,,,,,Brad Sherman (D)(Incumbent),,,,,,,,,,,,Yes
NAH1140,Pete Buttigieg (D),Northridge Academy High School,,,,,,,,,,,,,,,,,,,Yes
NAH1141,Tulsi Gabbard (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1142,Bernie Sanders (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1143,Elizabeth Warren (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,Yes
NAH1144,Bernie Sanders (D),Northridge Academy High School,,,,,,,CJ Berina (D),,,,,,,,,,,,Yes
NAH1145,Joe Biden (D),Northridge Academy High School,,,,,,,Brian Carroll (D),,,,,,,,,,,,Yes
NAH1146,Bernie Sanders (D),Northridge Academy High School,,,,,,,Brad Sherman (D)(Incumbent),,,,,,,,,,,,Yes
nah1147,Pete Buttigieg (D),Northridge Academy High School,,,,,,,,,,,,,,,,,Billy Earley (R),,No
NAH1149,Bernie Sanders (D),Northridge Academy High School,,,,,,,Raji Rab (D),,,,,,,,,,,,No
NAH1150,Bernie Sanders (D),Northridge Academy High School,,,,,,,CJ Berina (D),,,,,,,,,,,,Yes
nahs1033,Bernie Sanders (D),Northridge Academy High School,,,,,,,Brad Sherman (D)(Incumbent),,,,,,,,,,,,Yes
NAHS1091,Elizabeth Warren (D),Northridge Academy High School,,,,,,,Brian Carroll (D),,,,,,,,,,,,Yes
PBH 1062,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1000,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,,,Yes
PBH1001,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
pbh1002,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1003,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1004,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1005,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1006,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1008,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1009,,Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1011,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1013,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,,,
PBH1014,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1017,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,No
PBH1018,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1019,,Banning High School,,,,,,,,,,,,,,,,,,,
PBH1021,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1022,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1023,Pete Buttigieg (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1024,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1025,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1028,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1030,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1032,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1035,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1036,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1039,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1041,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1042,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1044,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1047,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1048,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1050,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1051,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1053,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1057,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1058,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1059,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1060,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1061,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1063,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1065,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1066,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1067,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1068,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1069,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1070,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1071,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1073,Michael Bennet (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1074,Andrew Yang (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1075,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1076,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1077,Andrew Yang (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1078,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1079,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1080,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1081,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1082,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1083,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1084,Bernie Sanders (D),Banning High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1085,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1086,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
pbh1087,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1088,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1089,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1091,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1092,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1093,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1094,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1095,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1096,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1097,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1098,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
pbh1099,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
pbh1100,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1101,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1102,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,No
PBH1103,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,No
PBH1104,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1106,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1107,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
Pbh1108,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1109,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1110,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1111,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1112,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1113,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1114,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1115,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1116,Elizabeth Warren (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1117,Andrew Yang (D),Banning High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PBH1118,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PBH1119,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1120,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1121,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1124,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1125,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1126,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1127,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1128,Michael Bloomberg (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
PBH1130,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Analilia Joya (D),,No
PBH1133,Bernie Sanders (D),Banning High School,,,,,,,,,,,,,,,,,Morris Griffin (D),,Yes
PBH1135,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
PBH1136,Joe Biden (D),Banning High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,No
PHS1000,Michael Bloomberg (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1001,Bernie Sanders (D),Palmdale High School,,,David Lozano (R),,,,,,,,,,,,,,,,Yes
PHS1002,Andrew Yang (D),Palmdale High School,,,Cenk Uygur (D),,,,,,,,,,,,,,,,Yes
PHS1003,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
phs1004,Bernie Sanders (D),Palmdale High School,,,Otis Lee Cooper (Independent),,,,,,,,,,,,,,,,Yes
PHS1005,Andrew Yang (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1006,Bernie Sanders (D),Palmdale High School,,,David Lozano (R),,,,,,,,,,,,,,,,Yes
PHS1007,Bernie Sanders (D),Palmdale High School,,,Christopher Smith (D),,,,,,,,,,,,,,,,Yes
PHS1008,Bernie Sanders (D),Palmdale High School,,,Cenk Uygur (D),,,,,,,,,,,,,,,,No
PHS1009,Bernie Sanders (D),Palmdale High School,,,David Lozano (R),,,,,,,,,,,,,,,,Yes
PHS1011,Bernie Sanders (D),Palmdale High School,,,Cenk Uygur (D),,,,,,,,,,,,,,,,Yes
PHS1012,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1013,Bernie Sanders (D),Palmdale High School,,,Anibal Valdez-Ortega (D),,,,,,,,,,,,,,,,Yes
PHS1014,Bernie Sanders (D),Palmdale High School,,,Mike Garcia (R),,,,,,,,,,,,,,,,Yes
PHS1016,Bernie Sanders (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1017,Andrew Yang (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1018,Bernie Sanders (D),Palmdale High School,,,Mike Garcia (R),,,,,,,,,,,,,,,,Yes
PHS1019,Bernie Sanders (D),Palmdale High School,,,Kenneth Jenks (R),,,,,,,,,,,,,,,,Yes
PHS1020,Bernie Sanders (D),Palmdale High School,,,Otis Lee Cooper (Independent),,,,,,,,,,,,,,,,No
PHS1021,Tulsi Gabbard (D),Palmdale High School,,,Otis Lee Cooper (Independent),,,,,,,,,,,,,,,,No
PHS1024,Bernie Sanders (D),Palmdale High School,,,Cenk Uygur (D),,,,,,,,,,,,,,,,Yes
PHS1026,Tulsi Gabbard (D),Palmdale High School,,,David Lozano (R),,,,,,,,,,,,,,,,Yes
phs1040,Bernie Sanders (D),Palmdale High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
phs1058,Andrew Yang (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,No
PHS1059,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1060,Andrew Yang (D),Palmdale High School,,,Mike Garcia (R),,,,,,,,,,,,,,,,Yes
PHS1062,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1064,Elizabeth Warren (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1065,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,No
PHS1066,Bernie Sanders (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1067,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1068,Bernie Sanders (D),Palmdale High School,,,David Lozano (R),,,,,,,,,,,,,,,,Yes
PHS1069,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1070,Bernie Sanders (D),Palmdale High School,,,Anibal Valdez-Ortega (D),,,,,,,,,,,,,,,,Yes
PHS1072,Bernie Sanders (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1073,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1076,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1077,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1078,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1079,Bernie Sanders (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1080,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1081,Bernie Sanders (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1085,Bernie Sanders (D),Palmdale High School,,,Christopher Smith (D),,,,,,,,,,,,,,,,Yes
PHS1088,Amy Klobuchar (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
phs1091,Bernie Sanders (D),Palmdale High School,,,George Papadopoulos (R),,,,,,,,,,,,,,,,Yes
PHS1092,Bernie Sanders (D),Palmdale High School,,,Anibal Valdez-Ortega (D),,,,,,,,,,,,,,,,Yes
PHS1093,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1094,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1095,Bernie Sanders (D),Palmdale High School,,,Stephen Knight (R),,,,,,,,,,,,,,,,Yes
PHS1096,Joe Biden (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1097,Joe Biden (D),Palmdale High School,,,George Papadopoulos (R),,,,,,,,,,,,,,,,No
PHS1098,Tom Steyer (D),Palmdale High School,,,,,Jennifer Barbosa (Independent),,,,,,,,,,,,,,Yes
PHS1100,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1102,Bernie Sanders (D),Palmdale High School,,,Otis Lee Cooper (Independent),,,,,,,,,,,,,,,,Yes
PHS1103,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1104,Bernie Sanders (D),Palmdale High School,,,Mike Garcia (R),,,,,,,,,,,,,,,,Yes
PHS1105,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1106,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1107,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1109,Bernie Sanders (D),Palmdale High School,,,,,,,,,,,,,,,,,,,Yes
PHS1110,Bernie Sanders (D),Palmdale High School,,,Robert Cooper (D),,,,,,,,,,,,,,,,Yes
PHS1111,Bernie Sanders (D),Palmdale High School,,,Anibal Valdez-Ortega (D),,,,,,,,,,,,,,,,Yes
PHS1112,Bernie Sanders (D),Palmdale High School,,,Christy Smith (D),,,,,,,,,,,,,,,,Yes
PHS1113,Bernie Sanders (D),Palmdale High School,,,Mike Garcia (R),,,,,,,,,,,,,,,,Yes
phs1114,Joe Biden (D),Palmdale High School,,,David Lozano (R),,,,,,,,,,,,,,,,No
PHS1123,Michael Bloomberg (D),Palmdale High School,,,,,,,,,,,,,,,,,Billy Earley (R),,Yes
PHS2020,Pete Buttigieg (D),Palmdale High School,,,Cenk Uygur (D),,,,,,,,,,,,,,,,No
PHS2682,Elizabeth Warren (D),Palmdale High School,,,Christopher Smith (D),,,,,,,,,,,,,,,,Yes
PHSI075,Bernie Sanders (D),Palmdale High School,,,Anibal Valdez-Ortega (D),,,,,,,,,,,,,,,,Yes
RCC1074,Tom Steyer (D),Roybal Learning Center,,,,,,,,,,,,,,,,,,,
RLC 1055,Michael Bennet (D),Roybal Learning Center,,,,,,,,,,,,,,,,,Analilia Joya (D),,Yes
RLC1000,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1001,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
rlc1002,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1003,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1004,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1005,Andrew Yang (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1006,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC10069,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1007,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1008,Andrew Yang (D),Roybal Learning Center,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
RLC1009,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1010,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
rlc1011,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1012,Michael Bloomberg (D),Roybal Learning Center,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
RLC1013,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1014,Joe Biden (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1016,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,David Kim (D),,,,,,,,Yes
RLC1017,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1018,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1019,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1020,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1021,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1022,Michael Bloomberg (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1023,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1024,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1025,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1026,Elizabeth Warren (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1027,Andrew Yang (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1028,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1029,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1032,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
RLC1033,Pete Buttigieg (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1034,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1035,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1036,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
RLC1037,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1038,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1039,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1040,Bernie Sanders (D),Roybal Learning Center,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
RLC1041,Michael Bloomberg (D),Roybal Learning Center,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
